1.00929 0.7929236432245925 0.005918771238223576 
1.01858 0.8601021715511609 0.0054359316104947404 
1.02787 0.907397143309709 0.003824198843170814 
1.03716 0.9414790892475641 0.003110381705269599 
1.04645 0.9591674414816188 0.002221717616683671 
1.05574 0.9719515408054253 0.0016272868073226806 
1.06295 0.9765626139787152 0.0009647072390034613 
1.06503 0.9791518008541632 0.0007723469442719779 
1.07327 0.982844786648202 0.0007777663944735489 
1.07432 0.9830840549487975 0.000984060328026845 
1.08359 0.986350719459338 0.0003933057877050065 
1.08361 0.985965566660776 0.0003561429269549882 
1.0929 0.9877535537212703 0.0007891395538055735 
1.09391 0.9881995678746385 0.000232671304788976 
